Table Number,Move,Clues,Mystery Word,Guess,Mode,Language,End,Success,Is_Turn_based,Is_Real_time,Turn_based_effect,Real_time_effect,language_german,language_french,friendly_mode,end_infinite,average_originality,min_originality,max_originality,unique_clues_count,clue_count,Unique_Clues,contains_mystery_root,contains_mystery_stem,contains_mystery_stem_or_substring,unique_clues_squared,unique_clues_originality_interaction
470164957,101,"Traitor, Trump, Vermin, mouse, splinter, sewer",Rat,rat,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,69.91432085633278,37.897276878356934,92.01753735542297,6,6,"splinter, traitor, vermin, trump, mouse, sewer",False,False,False,36,419.4859251379967
470164957,28,"accuse, Energize, Bull, Positive, Battery, Battery",Charge,Charge,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,72.3056435585022,49.31897521018982,85.9235629439354,5,6,"battery, positive, bull, accuse, energize",False,False,False,25,342.37266083558404
470164957,37,"Engagement, chime, finger, tone, wedding, telephone",Ring,ring,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,59.27536189556122,49.55222010612488,70.71207165718079,6,6,"chime, telephone, wedding, engagement, finger, tone",False,False,False,36,355.6521713733673
470164957,83,"Cranberries, Dead, monster, undead, Shambling, Walker",Zombie,Zombie,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,55.150008449951805,28.19698452949524,84.34940725564957,6,6,"monster, dead, walker, cranberries, shambling, undead",False,False,False,36,330.90005069971085
470206440,102,"sandcastle, Coast, boys, Sand, volleyball, Tan",Beach,beach,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,53.72950633366903,34.55786108970642,66.45998358726501,6,6,"tan, volleyball, sand, coast, sandcastle, boys",False,False,False,36,322.37703800201416
470206440,93,"partnership, Star, Together, Club, union, friendship",Alliance,alliance,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,61.315676818291344,43.65449547767639,80.87998479604721,6,6,"star, partnership, friendship, union, club, together",False,False,False,36,367.8940609097481
470238100,77,"wear, cocktail, gown, Summer, code, Gala",Dress,Dress,Normal mode,English,Standard,1,1,0,4,0,0,0,0,0,51.883167773485184,16.437017917633057,80.60549050569534,6,6,"gown, wear, code, summer, cocktail, gala",False,False,False,36,311.2990066409111
470247957,100,"bug, dengue, Malaria, proboscis, Itchy, Citronella",Mosquito,Mosquito,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,55.38692822058996,40.71827530860901,69.01975870132446,6,6,"proboscis, malaria, dengue, citronella, itchy, bug",False,False,False,36,332.32156932353973
470247957,1018,"stress, Line, join, gold, Stitching, Stitching",Seam,Crack,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,74.42041009664536,36.220431327819824,95.26740908622742,5,6,"join, stress, stitching, gold, line",False,False,False,25,340.26873484253883
470247957,1362,"phone, imprisoned, Mobile, Nucleus, mitosis, Mitochondria",Cell,Cell,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,58.643690993388496,37.783581018447876,87.6453086733818,6,6,"nucleus, mitochondria, imprisoned, mobile, mitosis, phone",False,False,False,36,351.86214596033096
470247957,1443,"Cow, maid, OAK, Lactose, White, Skim",Milk,milk,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,57.43814085920652,35.97240447998047,77.76550501585007,6,6,"oak, maid, cow, white, lactose, skim",False,False,False,36,344.6288451552391
470247957,1462,"Mango, sprout, Husk, Planted, Poppy, Clothing",Seed,Seed,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,60.95645328362783,49.395400285720825,83.87068808078766,6,6,"clothing, mango, sprout, planted, husk, poppy",False,False,False,36,365.73871970176697
470247957,1560,"jar, Sometimes, accept, monster, Monster, accept",Cookie,Moon,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,69.78454999625683,50.45592188835144,81.51549398899078,4,6,"jar, sometimes, accept, monster",False,False,False,16,288.19115857283276
470247957,243,"Expansion, Chopping, Surfing, Directors, chairman, Chairman",Board,Board,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,65.25941967964172,48.92851710319519,77.64361798763275,5,6,"directors, surfing, chairman, chopping, expansion",False,False,False,25,315.5222336451213
470247957,416,"cheese, Fortune, spoke, Iguana, Steering, Steering",Wheel,Wheel,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,70.5718494951725,23.18585515022278,96.14930227398872,5,6,"fortune, spoke, iguana, cheese, steering",False,False,False,25,313.370918855071
470247957,509,"fort, soft, Boomerang, Top, sleep, Sleep",Pillow,Pillow,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,65.77371716499329,45.94460725784302,82.04627335071564,5,6,"top, soft, fort, sleep, boomerang",False,False,False,25,313.8463844855626
470247957,963,"sew, Fastener, cuffs, Cute, Patchwork, Toggle",Button,button,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,66.82521353165309,31.386852264404297,87.79185265302658,6,6,"cute, patchwork, fastener, cuffs, toggle, sew",False,False,False,36,400.9512811899185
470271899,118,"Chute, Rule, Panel, playground, Playground, playground",Slide,Trash,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,71.24092169106007,62.467190623283386,87.40295320749283,4,6,"playground, panel, chute, rule",False,False,False,16,283.6827089389165
470271899,36,"Good, wit, Joke, Hilarity, Mood, Funny",Humor,Humor,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,45.21292497714361,30.339497327804565,64.31029140949249,6,6,"funny, wit, joke, good, hilarity, mood",False,False,False,36,271.27754986286163
470319199,37,"flavour, Concord, Raisins, Purple, Wine, Wine",Grape,Grape,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,51.83252692222595,31.554126739501953,68.78376603126526,5,6,"wine, flavour, raisins, concord, purple",False,False,False,25,242.2639677921931
470319199,55,"Firework, Big, Pow, Loud, Sound, Boom",Bang,Bang,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,60.85922519365946,43.1204617023468,71.055468916893,6,6,"pow, big, boom, loud, sound, firework",False,False,False,36,365.1553511619568
470320149,27,"Chrysalis, Chrysalis, chrysalis, Chrysalis",Cocoon,Platypus,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,34.476929903030396,34.476929903030396,34.476929903030396,1,4,chrysalis,False,False,False,1,34.4769299030304
470320149,57,"Cuckoo, Eagle, Empty, Sticks",Nest,Nest,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,62.10812292993069,51.67994499206543,75.92821270227432,4,4,"cuckoo, empty, eagle, sticks",False,False,False,16,248.43249171972275
470449917,85,"harbor, Oyster, Necklace, White, Clam, Jam",Pearl,pearl,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,56.45641162991524,29.311472177505493,76.07822269201279,6,6,"oyster, harbor, white, jam, clam, necklace",False,False,False,36,338.7384697794914
470484755,39,"Hazel, Coco, Almond",Nut,nut,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,61.34479840596517,44.57770586013794,70.29423415660858,3,3,"almond, coco, hazel",False,False,False,9,184.0343952178955
470484755,45,"hop, bounce, kangaroo",Jump,Jump,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,60.77467600504557,44.18856501579285,78.76976132392883,3,3,"kangaroo, bounce, hop",False,False,False,9,182.32402801513672
470484755,63,"Girder, Cinema, Balance",Beam,beam,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,73.40314288934071,57.1765661239624,88.31637799739838,3,3,"balance, cinema, girder",False,False,False,9,220.20942866802216
470484755,64,"Girder, Cinema, Balance",Beam,beam,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,73.40314288934071,57.1765661239624,88.31637799739838,3,3,"balance, cinema, girder",False,False,False,9,220.20942866802216
470568445,45,"Pizza, Square, Cube, drop, Cardboard, Cardboard",Box,Box,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,58.95736634731293,44.795191287994385,71.47740423679352,5,6,"cube, pizza, cardboard, square, drop",False,False,False,25,282.98501918713254
470568445,9,"container, Centerpiece, Smash, Flower, FRAGILE, Holder",Vase,vase,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,61.92576934893926,42.22562909126282,86.50005459785461,6,6,"holder, container, smash, flower, centerpiece, fragile",False,False,False,36,371.55461609363556
470582954,58,"ring, church, ding, dong, dong, dong",Bell,Bell,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,63.681913167238235,52.85139977931976,74.83046352863312,4,6,"ring, dong, church, ding",False,False,False,16,269.5923864841461
470621188,74,"adrift, glacier, Titanic, Lettuce, lettuce",Iceberg,iceberg,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,53.58327254652977,46.296799182891846,61.82260513305664,4,5,"titanic, adrift, glacier, lettuce",False,False,False,16,208.50391149520874
470621188,82,"Yellow, dandelion, Oil, oil, Oil",Sunflower,sunflower,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,51.586137215296425,44.78692412376404,58.19012224674225,3,5,"oil, yellow, dandelion",False,False,False,9,154.99268531799316
470641163,85,"slime, Mail, Mucin, Slug, slowest, Mollusk",Snail,snail,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,60.949211567640305,45.84537744522095,79.41045612096786,6,6,"mucin, slime, mollusk, mail, slowest, slug",False,False,False,36,365.6952694058419
470653537,12,"Night, Sleep, Dress, Dinner, Good, dinnertime",Evening,Evening,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,48.45680445432663,18.97713541984558,65.1060938835144,6,6,"dinner, good, dress, dinnertime, sleep, night",False,False,False,36,290.7408267259598
470653537,30,"Push, Bull, rage, butt, Male, Baa",Ram,Ram,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,75.11896168192227,63.53294551372528,82.88741409778595,6,6,"male, bull, rage, baa, butt, push",False,False,False,36,450.71377009153366
470653537,49,"knitting, Merino, Cashmere, Material, sheep, Sheep",Wool,Wool,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,40.48373579978943,22.20112681388855,63.38768005371094,5,6,"merino, cashmere, knitting, sheep, material",False,False,False,25,209.20542379220325
470653537,55,"Blue, Salt, Whale, Water, Water, Water",Ocean,ocean,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,49.69606474041939,39.93682265281677,58.72914493083954,4,6,"water, blue, whale, salt",False,False,False,16,185.7719361782074
470679986,13,"Nude, Relaxation, Abbey, Tub, Spa, Spa",Bath,bath,Friendly mode,English,Standard,0,0,0,0,0,0,0,1,0,58.341456055641174,27.483123540878296,83.34931433200836,5,6,"relaxation, abbey, tub, spa, nude",False,False,False,25,279.84962612390524
