Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End,Success
488971242,27,"quest, supercluster, Cosmos, Type-cD, Space, Cosmo",Galaxy,galaxy,Normal mode,Turn-based • 2 moves per day,English,Standard,0
488977589,13,"rises, top, coffee, milk-like, whipping, sour",Cream,cream,Friendly mode,No time limit • with friends only,English,Standard,0
488977589,62,"100.3, thermometer, heated, temperature, virus, virus",Fever,fever,Friendly mode,No time limit • with friends only,English,Standard,0
489021056,6,"tree, north, bryophytes, spore-bearing, Kate, Carrie-Anne",Moss,fungus,Normal mode,Turn-based • 2 moves per day,English,Standard,0
489026056,24,"EYES, BREAD, burn, -witch-, Name, Allergy",Hazel,gluten,Normal mode,Turn-based • 2 moves per day,English,Standard,0
489036043,58,"natural, satellite, 1969, Space",Moon,moon,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
489036043,63,"road, transport, 18, Wheel",Truck,truck,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
489040846,58,"Malt-o, oat, family, supper, Millstone, Result",Meal,meal,Normal mode,Turn-based • 3 moves per day,English,Standard,0
489194416,15,"LEGUME, LAPIN, nez, bonhomme-de-neige",Carotte,Carotte,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,157,"basket, 3m05, Quartier, Marseille",Panier,Panier,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,26,"zohan, metier, coupe-tif, tondeuses",Coiffeur,Coiffeur,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,265,"poisson, taureau, la-famille, -animal",Bélier,Bélier,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,320,"grosse, -tatouille, souris, souris",Rat,rat,Friendly mode,No time limit • with friends only,Français,Infinite,0
489194416,330,"Carrousel, grand-8, foire, attraction",Manège,Manège,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,377,"-a2mains, sklibur, arme, bouclier",Épée,Epee,Friendly mode,No time limit • with friends only,Français,Infinite,0
489194416,398,"bagouze, colliers, leclerc, manège-a-",Bijou,Bijoux,Friendly mode,No time limit • with friends only,Français,Infinite,0
489194416,456,"pluie, grondement, de-brest, expression",Tonnerre,Tonnerre,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,492,"-baleine, -marteau, squale, pointe-noire",Requin,requin,Friendly mode,No time limit • with friends only,Français,Infinite,0
489194416,530,"Winston, lucky-strike, -electronique, clope",Cigarette,Cigarette,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,535,"sans-frotter, sans-les-mains, aladdin, lampe",Génie,Briller,Friendly mode,No time limit • with friends only,Français,Infinite,0
489194416,551,"Avent, pompier, ""-de-lavant"", -grégorien",Calendrier,Calendrier,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,561,"Du-xxx-des-femmes, Et-de-la-biere-nom-de-dieu, Neisson, HSE",Rhum,Rhum,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,592,"du-havre, de-peche, -louis, -la-nouvelle",Port,Port,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,614,"-de-provence, -aromatique, cannabis, gazon",Herbe,Herbe,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,735,"""shabille"", en-prada, Satan, 666",Diable,Diable,Friendly mode,No time limit • with friends only,Français,Infinite,1
489194416,78,"reflet, glace, blanche-neige, maratre",Miroir,Miroir,Friendly mode,No time limit • with friends only,Français,Infinite,1
489221823,58,"F4, Film, Débris, catastrophe",Tornade,Tornade,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
489260095,51,"-prosecution, Best, Offense, Clowney, self, Self",Defense,Defense,Normal mode,Turn-based • 2 moves per day,English,Standard,1
489457635,56,"Krankheitssymptom, Körpertemperatur, 40GradCelsius, ...Thermometer, Übertemperatur",Fieber,Fieber,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
489457635,8,"Unzertrennliche, Schuhe, Doppel, Zwei, Ehe.",Paar,Paar,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
489457635,97,"Leucht.., RapunzelsHeim, Bauklötze, Eifel..., Rapunzel",Turm,Turm,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
489469138,147,"jacques, Noix, protection, Caliméro, St-Jacques, Saint-Jacques",Coquille,Casque,Friendly mode,No time limit • with friends only,Français,Infinite,0
489469138,345,"interstellaire, artère, Enterprise, Sanguin, X-wing, X-Wing",Vaisseau,Vaisseau,Friendly mode,No time limit • with friends only,Français,Infinite,1
489469138,565,"Azuro, Eragon, Régiment, Grisou, Komodo, Saint-Michel",Dragon,dragon,Friendly mode,No time limit • with friends only,Français,Infinite,0
489469138,700,"Cinzano, Ricard, Cocktail, Amuse-bouche, cacahuètes, cacahuette",Apéritif,apéritif,Friendly mode,No time limit • with friends only,Français,Infinite,0
489469138,729,"Ford, renault, Auto, 206, Bagnole, Véhicule",Voiture,voiture,Friendly mode,No time limit • with friends only,Français,Infinite,0
489469138,738,"Haut-de-forme, Bravo, Magicien, melon, Couvre-chef, couvre-chef",Chapeau,Chapeau,Friendly mode,No time limit • with friends only,Français,Infinite,1
489469138,960,"Trois-mâts, Capitaine, Frégate, paquebot, voilier, Voilier",Bateau,Bateau,Friendly mode,No time limit • with friends only,Français,Infinite,1
489534209,45,"BD, chewing-gum, savon, savon",Bulle,Bulle,Normal mode,Turn-based • 1 move per day,Français,Standard,1
489924165,65,"Christofer, Bell-UH-1d, Hubschrauber, Senkrechtstarter, Fluggerät",Helikopter,Helikopter,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
490110446,61,"Paques, Mouton, viande, Pré-salé, Pascal, Pascal",Agneau,Merguez,Normal mode,Real-time • Normal speed,Français,Standard,0
490171816,57,"chocolat, Raffiné, bonbon, caramel, ""Dorge""",Sucre,Confiserie,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
490196833,27,"flowers, pottery, Ceramic, Urn, Porcelain, -line",Vase,Vase,Normal mode,Turn-based • 1 move per day,English,Standard,1
490196833,82,"golf, Pot, sink-, Dig, dig, Dig",Hole,hole,Normal mode,Turn-based • 1 move per day,English,Standard,0
490288305,68,"Achselhaare, 99, Luftballons, Luftballons, 99, Luftballons",Nena,Nena,Normal mode,Turn-based • 4 moves per day,Deutsch,Standard,1
490359670,25,"""Hermanns"", Animal, ninja, shell, slow, slow",Tortoise,Turtle,Normal mode,Turn-based • 1 move per day,English,Standard,0
490427053,54,"Cadum, Tétine, Nouveau-né, Enfants",Bébé,Bébé,Normal mode,Turn-based • 1 move per day,Français,Standard,1
490516485,27,"anti-ride, patissière, Liquide, Blanche",Crème,Crème,Normal mode,Turn-based • 1 move per day,Français,Standard,1
490601549,84,"Restaurants, On-premise, Rack, Domain, internet, Waiter",Server,Server,Normal mode,Turn-based • 1 move per day,English,Standard,1
490646369,45,"Casper, Flottant, ectoplasme, Mort, Quasi-Sans-Tête, Poltergeist",Fantôme,fantôme,Normal mode,Turn-based • 1 move per day,Français,Standard,0
490751315,57,"Liseuse, Apéritif, amuse-gueule, Sofa, Sofa, sofa",Canapé,SOIREE,Normal mode,Turn-based • 1 move per day,Français,Standard,0
490751315,67,"Pompier, poids-lourd, Vehicule, Transport, Benne, Benne",Camion,Camion,Normal mode,Turn-based • 1 move per day,Français,Standard,1
490751315,76,"sous-terrain, Eurostar, manche, Conduit, Mont-Blanc, Couloir",Tunnel,Tunnel,Normal mode,Turn-based • 1 move per day,Français,Standard,1
490771660,32,"Belgique, Jaune, Belge, Mcdo, pomme-de-terre, huile",Frites,frites,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
490849544,82,"Baby-, Curtain, handheld, Cold, Rain, bathing",Shower,Shower,Normal mode,Turn-based • 1 move per day,English,Standard,1
490902897,56,"Guns, Sword, ""Dartagnan"", candy, Three, Three",Musketeer,Musketeer,Normal mode,Turn-based • 1 move per day,English,Standard,1
490908341,6,"ice, half-n-half, Peaches, Coffee, And, And",Cream,Cream,Normal mode,Turn-based • 1 move per day,English,Standard,1
490911758,18,"Maillons, Tf1, Collier, Info, Télévisée, Cou",Chaîne,Journal,Normal mode,Turn-based • 1 move per day,Français,Standard,0
490917776,57,"Genre, Øgendahl, Standup, Stand-up",Comedy,Comedy,Friendly mode,No time limit • with friends only,English,Standard,1
490950810,12,"sushi, raw, scaly, fatty-oil, mackerel, guppy",Fish,fish,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
491074895,91,"Winter, month, last, Last, 12th, 12th",December,December,Normal mode,Turn-based • 1 move per day,English,Standard,1
491136219,82,"Poudreuse, Haute-Savoie, Manteau, Carbonique, Verglas, Verglas",Neige,Neige,Normal mode,Turn-based • 1 move per day,Français,Standard,1
491305856,38,"Fanons, Bleue, Pinocchio, Jonas, Soutien-gorge, Poisson",Baleine,Baleine,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
491305856,39,"Fanons, Bleue, Pinocchio, Jonas, Soutien-gorge, Poisson",Baleine,Baleine,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
491355517,53,"Britin, Grammy-Gewinnerin, Skyfall, Skyfall",Adele,Adele,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
491371573,6,"Garden, Pint, Duff, Simpsons, ""Oclock"", Hops",Beer,Beer,Normal mode,Turn-based • 1 move per day,English,Standard,1
491448352,83,"R2d2, Franky, machine, Terminator, Robbie, Wall-E",Robot,Robot,Normal mode,Turn-based • 1 move per day,English,Standard,1
491525219,30,"39, Malade, Symptôme, Front",Fièvre,Fievre,Normal mode,Turn-based • 1 move per day,Français,Standard,0
491604854,66,"Flight, Aeronautic, paper, B52, Boeing, Boeing",Plane,plane,Normal mode,Turn-based • 1 move per day,English,Standard,0
491634055,76,"master, Coin, section, Pounder, 0.25",Quarter,Quater,Normal mode,Turn-based • 3 moves per day,English,Standard,0
491749709,63,"Semaine, Ombillical, Bande-dessinée, Pitsbury, cicatrice, cordon",Nombril,Nombril,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
491966363,57,"Semmel, Geographie-Unterricht, frittiert, Fleisch",Schnitzel,Schnitzel,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
492021018,24,"100.4, Tylonal, 38, Celcius, Saturday, Night",Fever,Fever,Normal mode,Turn-based • 1 move per day,English,Standard,1
492085316,80,"Xanadu, Craps, 2-d6, Tropical, Falls",Paradise,roll,Normal mode,Turn-based • 1 move per day,English,Standard,0
492085316,89,"Snowplow, Girl-, Trump, employer, Employer",Boss,Nickname,Normal mode,Turn-based • 1 move per day,English,Standard,0
492213614,19,"dragon, -oh-my-oh-my, Appleton, Flapple, Cream, Meat-",Pie,tower,Normal mode,Real-time • Normal speed,English,Standard,0
492241175,54,"Deoderant, Right, rash, henchman, ""kings"", security",Guard,guard,Normal mode,Turn-based • 1 move per day,English,Standard,0
492241175,60,"more, pale, ""smokers"", necessity, Less, Heavy",Lighter,light,Normal mode,Turn-based • 1 move per day,English,Standard,0
492255626,64,"Aragog, Arachnid, 8, Legs, Charlotte, Arachnophobia",Spider,Spider,Normal mode,Turn-based • 2 moves per day,English,Standard,1
492327438,77,"fire.., Red, Tail, Vulpes, mammal, hound",Fox,Fox,Normal mode,Turn-based • 1 move per day,English,Standard,1
492473344,52,"Prada, Rouge, 666",Diable,Diable,Normal mode,Turn-based • 1 move per day,Français,Standard,1
492616952,18,"""Meridas"", ray, Hope, Gondor, Lighthouse, lighthouse",Beacon,Light,Normal mode,Fast Turn-based • 12 moves per day,English,Standard,0
492652530,18,"A.D.D.1.E., generates, car, plug, ""Teslas"", fascination",Electricity,Spark,Normal mode,Turn-based • 2 moves per day,English,Standard,0
492789902,77,"Kart, F1, marathon, Cycliste, Daytona",Course,Course,Normal mode,Turn-based • 1 move per day,Français,Standard,1
492868677,37,"T-Mobile, Subway, City, Tramway, Underground, Underground",Metro,System,Normal mode,Turn-based • 1 move per day,English,Standard,0
492968945,65,"Sister, Girl, Brownish, Color, Which-, Eyes",Hazel,Hazel,Normal mode,Turn-based • 2 moves per day,English,Standard,1
493141378,103,"red, Greetings, Yu-Gi-Oh, Tarot, Hallmark, Identification",Card,card,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
493438350,19,"911, Rescue, Accident, ambulance, urgent, climate",Emergency,disaster,Normal mode,Turn-based • 1 move per day,English,Standard,0
493490598,32,"Nézzük, R6, Játszás, Képernyő",Computer,Videogame,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
493662581,49,"Computer, LCD, Fly, Genetic, Oled, Spf50",Screen,Screen,Friendly mode,No time limit • with friends only,English,Standard,1
493700290,48,"First, Small, Starter, Begin, whet, Amuse-bouche",Appetizer,Appetizer,Normal mode,Turn-based • 1 move per day,English,Standard,1
493867003,12,"Scheme, d4, Tetrahedron, Giza, Egyptian, Egyptian",Pyramid,Pyramid,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
493867003,49,"cockpit, pre-series, Airplane, Trial, Control, Aviator",Pilot,flight,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
493972187,281,"Mac, Utensil, steak, ""Chefs"", sliced, Dagger",Knife,knife,Friendly mode,No time limit • with friends only,English,Infinite,0
493972187,290,"database, Micro-processor, HAL9000, keyboard, Laptop, Laptop",Computer,computer,Friendly mode,No time limit • with friends only,English,Infinite,0
493972187,374,"Rider, Joust, Lance, ""starry"", elegance, Armor",Knight,Knight,Friendly mode,No time limit • with friends only,English,Infinite,1
494157787,45,"Lucky, Four-leaf, Shamrock, Weed",Clover,Clover,Normal mode,Turn-based • 2 moves per day,English,Standard,1
494182928,30,"Einschreiben, Postwertzeichen, Luftpost-, Porto, Post, Post",Brief,Briefmarke,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,0
494229009,47,"Solar, Outlook, date, Yearly, G-Suite, Appointment",Calendar,calendar,Normal mode,Turn-based • 1 move per day,English,Standard,0
494239717,18,"Granite, Philosopher’s, Pizza, Lapidate, Age, diamond",Stone,stone,Normal mode,Turn-based • 1 move per day,English,Standard,0
494260387,36,"mr., Mechanical, R2D2, Wall-e, Cyborg, Metal",Robot,robot,Normal mode,Turn-based • 1 move per day,English,Standard,0
494290426,17,"x-mas, Candy, Support, Striped, Sugar",Cane,Cane,Normal mode,Turn-based • 2 moves per day,English,Standard,1
494310725,25,"Arm, -Office, Divergent, Tributaries, Tree, Tree",Branch,Elbow,Normal mode,Turn-based • 2 moves per day,English,Standard,0
494341355,49,"Roboter, Küchen-, Fabrik, Arbeitsgerät",Maschine,Mixer,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,0
494412075,66,"Seed, Super-Hessu, puinen, Spread, Allergy, Allergia",Peanut,pähkinä,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
494478774,815,"""Pans"", Greek, Bowie, Maze, minotaur",Labyrinth,Labyrinth,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
494660541,91,"Musik, Gesang, Grammy-Gewinnerin, Abgenommen, Neuhauser, Sängerin",Adele,Adele,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
494663104,18,"Lobe, Cartilage, Pierce, Listen, Corn, Q-tip",Ear,Ear,Friendly mode,No time limit • with friends only,English,Standard,1
494668877,42,"D.Bowie, J.Henson, ""80s"", movie, Jareth, maze",Labyrinth,labrynth,Friendly mode,No time limit • with friends only,English,Standard,0
494781052,24,"Nr.5, Rasenmäher, Computer, Bewegung, Wallie, Schrauben",Roboter,Roboter,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
494801385,36,"Netflix, saison, épisodes, film, The, 100",Série,Série,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
494801385,62,"Kronenbourg, LEffe, Oktoberfest, 1664, Cercueil, Cane",Bière,Bière,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
494858490,18,"fantasy, Requiem, R.E.M., aspire, Catcher, Catcher",Dream,Religion,Normal mode,Turn-based • 1 move per day,English,Standard,0
494881907,50,"Langstrecken, -Silvester, Kosmonaut, Feuerwerk",Rakete,Rakete,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
494886767,43,"Exhale, Meditating, ""Babys"", Air",Breath,Breath,Normal mode,Turn-based • 1 move per day,English,Standard,1
494889589,16,"Vermont, high-fructose, Treacle, Agave, Maple",Syrup,syrup,Normal mode,Turn-based • 1 move per day,English,Standard,0
494911417,32,"Townshend, Empty, highball, stemless, Blondie’s, Heart",Glass,glass,Normal mode,Turn-based • 2 moves per day,English,Standard,0
494941622,43,"Verborgener, Kämpfer, -Schildkröte, Naruto, Turtles, Wurfstern",Ninja,Ninja,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
494941622,73,"ring, Mode.., Juwelier, Kette, kette, Juwelen",Schmuck,Kette,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,0
495004577,47,"Mexicooooo, couvre-chef, mexicain, large, Mariachi, Marriachi",Sombrero,Sombrero,Normal mode,Turn-based • 1 move per day,Français,Standard,1
495009709,12,"Egyptian, Pharaoh, Grave, 3D, Triangle, Triangle",Pyramid,pyramid,Normal mode,Turn-based • 1 move per day,English,Standard,0
495009709,6,"Moon, Date, YEAR, 12, MONTHS, Months",Calendar,Calendar,Normal mode,Turn-based • 1 move per day,English,Standard,1
495050738,22,"Coniferous, Christmas-tree, cone, Evergreen",Pine,Pine,Normal mode,Turn-based • 1 move per day,English,Standard,1
495122405,64,"Alcohol, ""Pirates"", Pirates, cocktail",Rum,rum,Normal mode,Turn-based • 1 move per day,English,Standard,0
495125062,92,"Polyethylene, Pollution, Surgery, cutlery, man-made, bag",Plastic,Plastic,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
495208466,75,"Nickle, Slot, Loose, 1$",Coin,coin,Friendly mode,No time limit • with friends only,English,Standard,0
495215340,6,"melody, Blur, 2, Lyric, music, Music",Song,musical,Normal mode,Turn-based • 1 move per day,English,Standard,0
495228715,66,"Porte-monnaie, Scrotum, Marché, Monnaie, Écus, Actionnaire",Bourse,Banque,Normal mode,Turn-based • 1 move per day,Français,Standard,0
495242253,35,"lentilles, zoom, Longues-vue, Monozygote",Jumelles,Loupe,Normal mode,Turn-based • 1 move per day,Français,Standard,0
495552382,32,"Lazuli’s, Daughter, irritant, enclosure, shell, gem",Pearl,pearl,Normal mode,Turn-based • 3 moves per day,English,Standard,0
495552382,38,"great, thinker, Kilmer, Real, smartest, 184",Genius,Genius,Normal mode,Turn-based • 3 moves per day,English,Standard,1
495675336,73,"Pinocchio, ""Putins"", doll, minion, pushover, pawn",Puppet,Puppet,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
495708536,125,"ten-speed, Shimano, courier, Schwinn, Queen, recumbent",Bicycle,Bicycle,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
495708536,40,"Wedding, bigamy, betrothed, contract, Common-law, union",Marriage,marriage,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
495708536,67,"entitlement, inalienable, ambiguous, Mr., Price, true",Right,right,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
495942525,31,"Fumer, Cancer, Tabac, Nicotine, ""Exporta"", Marten",Cigarette,Cigarette,Friendly mode,No time limit • with friends only,Français,Standard,1
496017157,21,"Napolitana, 4fromages, Calzone, Hawaienne",Pizza,Pizza,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
496017157,36,"Lady-D, Monaco, Grace-Kelly, Grace",Princesse,Princesse,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
496054420,36,"Avengers, grün, Marvel, Dr.Banner",Hulk,Hulk,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
496058086,76,"escargot, gyoza, Appeaser, Fingers, canapé, ""Horsdoeuvres""",Appetizer,appetizer,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
496180039,18,"Borg, ""Rubiks"", 3D, Square, Shape, Polyhedron",Cube,cube,Normal mode,Turn-based • 1 move per day,English,Standard,0
496190594,91,"Droid, c3po, Wall-e, R2d2, automaton, Automaton",Robot,Robot,Normal mode,Turn-based • 1 move per day,English,Standard,1
496193931,5,"Head, Tails, Kopof.., Cent",Coin,Munt,Normal mode,Turn-based • 2 moves per day,English,Standard,0
496668490,83,"Apiary, Comb, Sweetheart, Hive, ""Poohs"", Viscous",Honey,Honey,Normal mode,Turn-based • 2 moves per day,English,Standard,1
496712341,58,"C3PO, Built, Android, Mr.",Robot,Robot,Normal mode,Turn-based • 1 move per day,English,Standard,1
496712411,149,"Feud, Moooooooooooooo, Angus, ""Arbys"", dispute, Chuck",Beef,beef,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,0
496712411,241,"Dr., Sargent, Mill, Salt, bell, spicy",Pepper,Pepper,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
496712411,459,"cheer, ground, Beer, Turnip, Al-cute-a, canal",Root,Root,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
496881858,44,"Steighilfe, Vorausgehender, Hilfsmittel, Himmels-, Sprossen, Sprossen",Leiter,Leiter,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
497194377,31,"summer, 38.9, Racinggame, steam",Heat,Fever,Normal mode,Turn-based • 1 move per day,English,Standard,0
497257045,18,"360, Rotation, Dance, game, Prince, Band",Revolution,revolution,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497257045,36,"TMNT, food, ninja, turtles, ""Dominos"", Hut",Pizza,Pizza,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
497404905,30,"Virginity, Pop, ""Lolas"", Cola, mouth, stemtie",Cherry,Cherry,Normal mode,Turn-based • 2 moves per day,English,Standard,1
497436913,39,"Chauve-souris, dents, Sang, Revenant, Ail, Ail",Vampire,Vampire,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497475123,337,"tragedy, Sketch, Slap-stick, Act, standup, Zoolander",Comedy,comedy,Friendly mode,No time limit • with friends only,English,Infinite,0
497475123,356,"yellow, Spice, ghost, Potts, Sgt, Sgt.",Pepper,Pepper,Friendly mode,No time limit • with friends only,English,Infinite,1
497475123,383,"point, ""Queens"", dog, protect, PROTECTION, Protector",Guard,Guard,Friendly mode,No time limit • with friends only,English,Infinite,1
497475123,384,"point, ""Queens"", dog, protect, PROTECTION, Protector",Guard,Guard,Friendly mode,No time limit • with friends only,English,Infinite,1
497675300,73,"Skálmöld, Stam1na, brons, Doesjka, Muziekstijl, muziekgenre",Metal,metal,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497721422,21,"Automation, Wall-E, Electromechanics, Vacuum",Robot,Robot,Normal mode,Turn-based • 2 moves per day,English,Standard,1
497796415,48,"Third, Power, 6, sides, Gleaming, 512",Cube,cube,Normal mode,Turn-based • 1 move per day,English,Standard,0
497904575,83,"Amuse-bouche, Bite, Escargot, Starter, Starter, Starter",Appetizer,appetizer,Normal mode,Turn-based • 1 move per day,English,Standard,0
497964824,103,"Black, Mr.Bean, drollery, Mirth, laugh, Laugh",Humor,Comedy,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497964824,28,"Baden-Baden, Bellagio, Roulette, Addiction, Gambling, slots",Casino,casino,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497966714,82,"matterial, element, Aluminum, steel, Clang, -lica",Metal,metal,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
498012057,68,"""youre"", dead, blast, bomb, gong, noise",Bang,Bang,Normal mode,Turn-based • 3 moves per day,English,Standard,1
498118641,24,"total, eclipse, Card, suit, ""Blondies"", Glass",Heart,heart,Normal mode,Turn-based • 1 move per day,English,Standard,0
498118641,72,"Psychiatry, Trope, best, napping, ""therapees"", lounge",Couch,couch,Normal mode,Turn-based • 1 move per day,English,Standard,0
498166671,46,"Puppen, -Doppel-, Wohn, -Gebäude",Haus,Haus,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
498224999,103,"-nut, Auburn, Nut, Woman, Eyes, Witch",Hazel,Hazel,Normal mode,Turn-based • 1 move per day,English,Standard,1
498294858,65,"tow, heavy, bed, Fire, Dumpster, Pick-up",Truck,truck,Normal mode,Turn-based • 1 move per day,English,Standard,0
498361122,71,"999, けいたい, サムスン, うちゅう, スマホ, スマホ",Galaxy,Galaxy,Friendly mode,No time limit • with friends only,English,Standard,1
498445142,100,"piscine, Automate, Mécanisme, technologies, R2d2, R2D2",Robot,Robot,Normal mode,Turn-based • 1 move per day,Français,Standard,1
498739341,56,"gardening, post-hole, spade, excavator, dig, digger",Shovel,dig,Friendly mode,No time limit • with friends only,English,Standard,0
498739341,76,"Horse, ""Orks"", pinto, dressuurtje, Fluttershy, Fluttershy",Pony,pony,Friendly mode,No time limit • with friends only,English,Standard,0
498814538,12,"Superhero, Dc, HM05, Streaker, Speedster, Speedster",Flash,Flash,Normal mode,Turn-based • 2 moves per day,English,Standard,1
498891809,36,"Nepal, Berg, Asien, 8tausernder, Mount, Mount",Everest,Everest,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
498938279,18,"3D, Borg, Equilateral, Box, dice, Dice",Cube,cube,Friendly mode,No time limit • with friends only,English,Infinite,0
498938279,193,"Pit, Donut, target, 18, golf, Golf",Hole,hole,Friendly mode,No time limit • with friends only,English,Infinite,0
499119832,92,"Starlightexpress, Schauspieler, Stück, Affen, Bretter, Globe...",Theater,Bande,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,0
499322746,36,"Nikon, Candid, Leica, flash, Kodak, 35mm",Camera,Camera,Normal mode,Turn-based • 1 move per day,English,Standard,1
499322746,63,"Double-glazed, Pane, opportunity, Bay, Glass, Glass",Window,Window,Normal mode,Turn-based • 1 move per day,English,Standard,1
499400159,73,"solar, USB-C, Ion, Bill, Static",Charge,Electricity,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
499434834,19,"pastries, profession, Producer, 221b, Dozen, Dozen",Baker,baker,Normal mode,Turn-based • 1 move per day,English,Standard,0
499535862,114,"Maximalhöhe, herausragendster, Mount, Achttausender, 8849, weltdach",Everest,Everest,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
499584507,25,"briny, delicacy, Cousteau’s, Omelette, beluga, fetuses",Caviar,roe,Normal mode,Turn-based • 3 moves per day,English,Standard,0
499584507,62,"ocolar, multicolor, Dickens, eyes, Fiver’s, Brother",Hazel,Hazel,Normal mode,Turn-based • 3 moves per day,English,Standard,1
499697763,45,"Schnappi, Ledertasche, Alligator, Kaimane, ...Dundee, ....Dundee",Krokodil,Krokodil,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
499697763,54,"...-Reboot, Dämonenjägerin, TV-Figur, Vampirjägerin, Finsternis, SarahMichelleGellar",Buffy,Buffy,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
499697763,81,"Ahorn..., Dickflüssig, Grafschafter, Fruchtkonzentrat, Arzneiform, Zuckerwasser",Sirup,Sirup,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
499762817,24,"107.7, Wellen, Funk, Musik, UKW, EMPFÄNGER",Radio,Radio,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
499807816,56,"R2-D2, Machine, Bender, Clamps, Roomba, Dance",Robot,Robot,Normal mode,Turn-based • 2 moves per day,English,Standard,1
499822950,28,"Thunder, Hurricane, Tornado, x-men, Destruction, Trooper",Storm,Storm,Normal mode,Turn-based • 1 move per day,English,Standard,1
499939612,43,"starburst, sourpatch, ""Reeses"", sweets",Candy,candy,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
499939612,57,"Sacagawea, Nickel, flip-a, flip",Coin,buffalo,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
500015426,75,"Skit, Laugh, Carry-On, Hilarious, Standup, Jokes",Comedy,comedian,Normal mode,Turn-based • 1 move per day,English,Standard,0
