Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End,Success
492677863,6,"Siaux, Tempête, Tonnerre, Eclairs, Éclair, Tonerre",Orage,Pluie,Friendly mode,No time limit • with friends only,Français,Standard,0
492705398,24,"Carrot, Shrek, Mule, Kong, Eeyore",Donkey,donkey,Friendly mode,No time limit • with friends only,English,Standard,0
492749675,9,"Отвертка, drill, Gatgets, Строительный, Стройка, музыкальный",Tool,tool,Normal mode,Turn-based • 2 moves per day,English,Standard,0
492749675,93,"ИКАР, светило, Вспышки, Луч, Загар, Загар",Sun,sun,Normal mode,Turn-based • 2 moves per day,English,Standard,0
492789902,18,"Echecs, Oie, Tokaido, Monopoly, Azul",Jeu,jeu,Normal mode,Turn-based • 1 move per day,Français,Standard,0
492789902,68,"Mbappé, Macnee, Meleche, Charentais, Charente",Melon,Football,Normal mode,Turn-based • 1 move per day,Français,Standard,0
492972524,38,"Salpêtrière, Chimio, Urgences, Charité, urgences, Charité",Hôpital,Hopital,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
492989047,37,"Fauteuil, Bouchées, Sofa, Sofa",Canapé,Canapé,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493150387,15,"Soigneur, Médecin, Stetoscope, Traitant",Docteur,Docteur,Friendly mode,No time limit • with friends only,Français,Standard,1
493150387,41,"Détenu, Pièce, Prison, Cachot",Cellule,Cellule,Friendly mode,No time limit • with friends only,Français,Standard,1
493355144,73,"dessert, givrée, Âge, Sorbet, Refroidi, Cône",Glace,Glace,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493490598,16,"Kerek, Mario, Gyümölcs, Gyümölcs",Peach,Mushroom,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
493490598,22,"Kenyér, Ken, Éles, Vágó",Knife,Knife,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
493490598,27,"Szorakozas, Popcorn, Mozi, Nézzük",Film,Film,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
493490598,44,"Ugyanaz, Verseny, Nyak, Elegáns",Tie,Tie,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
493490598,5,"Medve, Hegy, Sötétség, Csontváz",Cave,Cave,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
493580543,30,"Hiroshima, H, Démineur, Detonateur, Explosion, Explosion",Bombe,Bombe,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
493580543,67,"Ou, Dessert, Camembert, Comté, Camembert, Comté",Fromage,Perdu,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
493595501,63,"humerus, Moëlle, Chien, fémur, Fémur, fémur",Os,Os,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493595501,81,"Casse, Coco, Oléagineux, cajou, Macadamia, Macadamia",Noix,Noix,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493611700,136,"Diciple, Himmellegeme, Vejviser, Vejviser",Beacon,Star,Friendly mode,No time limit • with friends only,English,Infinite,0
493611700,184,"Makrel, Abbore, Ising, Sild",Fish,Fish,Friendly mode,No time limit • with friends only,English,Infinite,1
493611700,251,"Minotaur, Gangsystem, Majsmark, Udfordring",Labyrinth,Labyrint,Friendly mode,No time limit • with friends only,English,Infinite,0
493611700,278,"Kirurg, Blindtarmsbetændelse, Bedøvelse, Skalpel",Operation,Operation,Friendly mode,No time limit • with friends only,English,Infinite,1
493611700,45,"Solopgang, Kaffe, Tidspunkt, Tidspunkt",Morning,Morgen,Friendly mode,No time limit • with friends only,English,Infinite,0
493709600,47,"Colvert, Huard, Donald, volatile, laqué, laqué",Canard,Canard,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493709600,75,"clapet, Égoût, Visage, Gueule, Gencives, édentée",Bouche,Bouche,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493747598,102,"Abdominale, Pantalon, Obi, Régime, serrer, périphérique",Ceinture,ceinture,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
493936869,58,"cétacé, Galak, Héritier, Louis",Dauphin,Dauphin,Normal mode,Turn-based • 4 moves per day,Français,Standard,1
493953593,99,"approximatif, Écume, Surf, Déferlante, flot, Mer",Vague,Vague,Normal mode,Turn-based • 1 move per day,Français,Standard,1
493986282,50,"Tatayer, Kermite, Guignol, Pantin, Pantin, Guignol",Marionnette,Grenouille,Normal mode,Turn-based • 4 moves per day,Français,Standard,0
493986282,69,"Groupe, Basile, Erection, Placo, Gaulle, Exite",Bande,Bande,Normal mode,Turn-based • 4 moves per day,Français,Standard,1
494059177,5,"Southpole, Bird, Iceage, Blackwhite",Penguin,Pinguïn,Normal mode,Turn-based • 2 moves per day,English,Standard,0
494123669,9,"Sels, immersion, Bassin, Spa, Moussant, Mousse",Bain,Sauna,Normal mode,Turn-based • 1 move per day,Français,Standard,0
494232956,37,"Trompe, Animal, Elmer, Babar, Dumbo, Dumbo",Éléphant,Elephant,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
494250174,112,"Gambas, grise, Rose, krill, Pailletées, pailletées",Crevette,crevette,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
494412075,9,"Kyyneleet, green, muinainen, Niili, Dundee, Dundee",Crocodile,Krokotiili,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
494478774,749,"animal, Mary, God, Shawarma, Shawarma",Lamb,Sheep,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,0
494540885,37,"Sucre, Charlot, Pêche, deambulateur, Béquille, béquille",Canne,Canne,Normal mode,Turn-based • 1 move per day,Français,Standard,1
494540885,93,"Pastèque, Charentais, egocentrisme, Chapeau, Cavaillon, Cavaillon",Melon,Melon,Normal mode,Turn-based • 1 move per day,Français,Standard,1
494567062,59,"Bahamas, matty, Bateau, Sparrow, Sparrow",Pirate,Croisière,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
494668877,49,"Rhein, Danube, joaquin, phoenix, Manasquan, Musconetcong",River,river,Friendly mode,No time limit • with friends only,English,Standard,0
494730835,9,"つばさをください, ひろい, ひこうき, blue, ひこうき, Blue",Sky,Sky,Normal mode,Turn-based • 1 move per day,English,Standard,1
494730835,95,"ぐるーぷ, アストラム, マーカー, アプリ, SNS, SNS",Line,Line,Normal mode,Turn-based • 1 move per day,English,Standard,1
494749482,18,"Catamaran, Océan, Pirogue, Croisière, Rafiot, Péniche",Bateau,Bateau,Normal mode,Turn-based • 1 move per day,Français,Standard,1
494749482,76,"échographie, Enveloppée, Fécondée, Engrossée, Placenta, Amplificateur",Enceinte,Enceinte,Normal mode,Turn-based • 1 move per day,Français,Standard,1
494798544,36,"Plantation, Bar, Nicot, Nicotine",Tabac,Café,Normal mode,Turn-based • 1 move per day,Français,Standard,0
494798544,5,"Supermarché, Croupier, Géant, Partouche",Casino,Casino,Normal mode,Turn-based • 1 move per day,Français,Standard,1
494801385,42,"inspecteur, Columbo, monk, colombo, Enqueteurs, Privé",Détective,Sherlock,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
494871844,43,"Quente, Fotossíntese, Ícaro, Hidrogênio, Estrela, Estrela",Sun,Sun,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
494908508,27,"Frit, Roscoff, Légume, Ail, Rondelle, Soupe",Oignon,oignon,Normal mode,Turn-based • 1 move per day,Français,Standard,0
494908508,55,"bonus, Emballage, Bolduc, Bolduc, Présent, Présent",Cadeau,Carton,Normal mode,Turn-based • 1 move per day,Français,Standard,0
494971016,6,"Wimbledon, Nadal, Elbow, Racquet, Sampras, Agassi",Tennis,Tennis,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
494977940,81,"Winston, Smoke, Nicotine, Marlboro, Marlboro, marlboro",Cigarette,cigarette,Normal mode,Turn-based • 1 move per day,English,Standard,0
495200530,30,"Vieille, Chaudasse, Panthère, Milf, Vielle, Salope",Cougar,Cougar,Normal mode,Turn-based • 4 moves per day,Français,Standard,1
495242253,47,"Nettoie, Savonne, Coulée, Éruption",Lave,Lave,Normal mode,Turn-based • 1 move per day,Français,Standard,1
495336146,18,"Wonka, Cocoa, swiss, Brown, cadbury, Cadbury",Chocolate,Chocolate,Normal mode,Turn-based • 3 moves per day,English,Standard,1
495608380,83,"moka, Bistrot, Parfum, dosettes, Robusta, Bruleurie",Café,Café,Normal mode,Turn-based • 1 move per day,Français,Standard,1
495708536,58,"Osakan, Asian, Yagami, Japanese, Tokyo, graphic",Manga,Manga,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
495869189,27,"cinéma, Écran",Film,Film,Normal mode,Turn-based • 1 move per day,Français,Standard,1
495869189,39,"Shit, pré",Herbe,herbe,Normal mode,Turn-based • 1 move per day,Français,Standard,0
496060966,27,"えきちゅう, タランチュラ, web, はちほんあし, ゲンエイリョダン, ソリティア",Spider,spider,Friendly mode,No time limit • with friends only,English,Standard,0
496196885,35,"deathrow, Bastille, Bars, begijnenstreet",Prison,prison,Normal mode,Turn-based • 1 move per day,English,Standard,0
496231650,56,"Uber, Voiture, Jo, Jo",Taxi,Taxi,Normal mode,Turn-based • 1 move per day,Français,Standard,1
496296277,85,"Compeed, Eclairage, Led, cloque, Idée, Idée",Ampoule,Ampoule,Normal mode,Turn-based • 1 move per day,Français,Standard,1
496393525,81,"Schatten, Marmelade, Cooking, Augen, druf",Lid,Lid,Normal mode,Turn-based • 2 moves per day,English,Standard,1
496462046,93,"canidé, jules, Rox, Forêt, Corbeau, Rusé",Renard,Renard,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
496466712,81,"Détartrage, emploi, Stomatologue, Bagues, Arracheur, dentier",Dentiste,Dent,Normal mode,Turn-based • 1 move per day,Français,Standard,0
496474207,27,"Clafoutis, dessert, Onion, Tatin, Tatin, Tatin",Tarte,Gâteau,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
496474207,94,"Toubib, Hôpital, Jekyl, Santé, Thèse, Medecin",Docteur,Professeur,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
496532374,67,"percé, Champignon, Épicerie, Basket, Osier, Osier",Panier,Panier,Normal mode,Turn-based • 1 move per day,Français,Standard,1
496533291,6,"argentina, malbec, vineyard, moscato, Reisling, Grigio",Wine,wine,Friendly mode,No time limit • with friends only,English,Standard,0
496697932,44,"keylime, american, Circular, Pumpink",Pie,pie,Normal mode,Turn-based • 1 move per day,English,Standard,0
496712411,37,"Athos, Swashbuckler, Dumas, Porthos, Porthos, Dumas",Musketeer,Musketeer,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
496712411,75,"Clegane, Matterhorn, Denali, Shasta, Dew, Momma",Mountain,mountain,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,0
496849841,36,"スペース, あせ, ミスト, あびる, ライス, らいす",Shower,shower,Friendly mode,No time limit • with friends only,English,Standard,0
496849841,63,"カルシウム, ハーロック, つばさ, コックピット, しゅどうけん, クルーレス",Captain,captain,Friendly mode,No time limit • with friends only,English,Standard,0
496927186,56,"Esseulé, Onanisme, Isolé, Bague, Hermite, Diamant",Solitaire,Solitaire,Friendly mode,No time limit • with friends only,Français,Standard,1
496938426,18,"Voyage, repos, Départ, Août, Congés, congés",Vacances,Vacances,Friendly mode,No time limit • with friends only,Français,Standard,1
496938426,62,"fournil, viennoiseries, Pétrir, Métier, Patissier, Commerce",Boulanger,Boulanger,Friendly mode,No time limit • with friends only,Français,Standard,1
497104006,105,"Pinarello, Bicyclette, Tricycle, Cycle, Pédale, Pédales",Vélo,Vélo,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497104006,114,"Avocat, Bal, Tunique, Mariée, Vêtement, Cafetan",Robe,Robe,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497104006,27,"Allergie, macadamia, Cajou, Cajou, Cajou, Macadamia",Noix,Bouton,Normal mode,Turn-based • 1 move per day,Français,Standard,0
497104006,57,"Raquette, Pingpong, Mauresmo, Filet, Agassi, Agassi",Tennis,Tennis,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497104006,68,"Réceptionniste, California, Réservation, Ritz, Chambre, Chambre",Hôtel,Hôtel,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497131918,32,"Pentear, Clapton, Sorvete, Purê, Cabelo",Cream,Cream,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
497131918,80,"Trato, Anelar, Anel, Parceria, casamento",Alliance,Union,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497173298,74,"UKROCK, しんきろう, みつうらやすこ, みつうらやすこ, さばく, サバク",Oasis,Oasis,Normal mode,Turn-based • 2 moves per day,English,Standard,1
497228733,90,"Piqué, permanent, Encres, piercing, Encre, Piercing",Tatouage,Tatouage,Normal mode,Fast Turn-based • 8 moves per day,Français,Standard,1
497274140,65,"Téléphonie, chorégies, Navelina, Mandarine",Orange,Orange,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497274140,7,"Protection, Self, armée, Armée",Défense,défense,Normal mode,Turn-based • 1 move per day,Français,Standard,0
497274140,72,"Reinette, Hespérides, verger, Poire",Pomme,Pomme,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497274140,79,"Charlemagne, Napoléon, manchot, Manchot",Empereur,empereur,Normal mode,Turn-based • 1 move per day,Français,Standard,0
497577135,18,"Ectoplasme, Opéra, hante, Mysterium, casper, Casper",Fantôme,fantôme,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
497577135,30,"Nugget, KFC, flic, volaille, basquaise, boucanet",Poulet,Poulet,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
497656196,37,"Savana, Tiger, Mufasa, Mufassa",Lion,Cat,Normal mode,Turn-based • 1 move per day,English,Standard,0
497675300,61,"kwartier, Chirurgie, Kliniek, bordspel, chirurg, chirurg",Operation,operation,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497675300,79,"Berk, loof, den, notelaar, Treurwilg, treurwilg",Tree,tree,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497686546,47,"Equidé, Fer, Troie, Tiercé, Canasson, Jollyjumper",Cheval,Cheval,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497686546,84,"Chauve, Bouclés, Crépu, blond, Perruque, Pellicules",Cheveux,Cheveux,Normal mode,Turn-based • 1 move per day,Français,Standard,1
497720901,76,"Caribbean, Jamaica, Bacardi, Lime, Piratebrew, Pirate",Rum,Rum,Normal mode,Turn-based • 1 move per day,English,Standard,1
497724153,36,"サンバ, あぶらむし, ななほし, あかり",Ladybug,gomenwakaran,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497724153,44,"えんたく, じんろう, じんろう, じんろう",Knight,table,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497724153,52,"クイーン, いしつぶて, おさけ, やざわえいきち",Rock,king,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497724153,60,"はちばん, でんち, ききて, ききて",Right,catcher,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
497777818,78,"Erickson, Schrieber, Nissan, page, Canadian, flag",Leaf,Leaf,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
498123851,49,"Eiffel, Pisa, Twin, Rapunzel, Control",Tower,Tower,Normal mode,Turn-based • 2 moves per day,English,Standard,1
498282968,89,Télévision,Radio,Media,Normal mode,Turn-based • 1 move per day,Français,Standard,0
498300910,110,"Félin, Fauve, Panthère, Bengale, Bengale, Bengale",Tigre,Jaguar,Normal mode,Turn-based • 1 move per day,Français,Standard,0
498361122,22,"くせ, もこもこ, めー, ねむれない, にく, ジンギスカン",Ram,sheep,Friendly mode,No time limit • with friends only,English,Standard,0
498361122,59,"クフ, おうごんひ, しかくすい, さばく, おはか, おはか",Pyramid,pyramid,Friendly mode,No time limit • with friends only,English,Standard,0
498436600,37,"Métier, Colombo, sherlock, enquete, Holmes, Holmes",Détective,Inspecteur,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
498525318,57,"Danube, mystic, Springsteen, stream, Nile, Nile",River,River,Normal mode,Turn-based • 1 move per day,English,Standard,1
498542875,18,"Insecte, urticante, Métamorphose, Papillon, pyrale, procéssionnaire",Chenille,Chenille,Normal mode,Turn-based • 1 move per day,Français,Standard,1
498542875,45,"paludisme, Citronnelle, chikungunya, Boutons, Piqûre, piqûre",Moustique,Moustique,Normal mode,Turn-based • 1 move per day,Français,Standard,1
498601305,52,"Pija, Tomar, Cola, Blanca",Milk,Merca,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
498763647,77,"Serra, Fischgerät, Anaheim, Boreanaz, halo, Halo",Angel,Mountains,Normal mode,Turn-based • 1 move per day,English,Standard,0
498763647,87,"tutenkammen, Ägyptenkönig, Amenhotep, tutankhamun, Tut, Tut",Pharaoh,mummy,Normal mode,Turn-based • 1 move per day,English,Standard,0
498783024,34,"Monsanto, Pourri, soupe, Rouge, Marinara",Tomate,Tomate,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
498936864,37,"Recipiant, Thé, Mug, Bol",Tasse,tasse,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
498938279,1241,"Samsung, andromeda, Guardians, MCU, MilkyWay, milkyway",Galaxy,Galaxy,Friendly mode,No time limit • with friends only,English,Infinite,1
498938279,1624,"Round, Table, Percival, Lancelot, templar, columbus",Knight,Knight,Friendly mode,No time limit • with friends only,English,Infinite,1
498938279,2033,"pennywise, It, Bozo, RonaldMcD, krusty, Krusty",Clown,Clown,Friendly mode,No time limit • with friends only,English,Infinite,1
498938279,532,"mythical, seacreature, Arial, Sebastian, Starbucks, Logo",Mermaid,Mermaid,Friendly mode,No time limit • with friends only,English,Infinite,1
498984679,56,"Everest, Fuji, Gregor, Clegane, Switzerland, Range",Mountain,Mountain,Normal mode,Turn-based • 1 move per day,English,Standard,1
499400159,49,"mayan, Triangle, Ancient, Giza, Pharoah",Pyramid,Pyramid,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
499428870,32,"chaudron, grimoire, bucher, magicienne",Sorcière,sorcière,Normal mode,Turn-based • 1 move per day,Français,Standard,0
499503842,51,"cuisine, poile, Faitout, Marmitton",Casserole,Chaudron,Normal mode,Turn-based • 1 move per day,Français,Standard,0
499617694,73,"Lève, chinook, Mistral, Éole, Sirocco",Vent,Vent,Normal mode,Turn-based • 1 move per day,Français,Standard,1
499617694,8,"Succès, Bricolage, recyclable, Boite, boîte",Carton,carton,Normal mode,Turn-based • 1 move per day,Français,Standard,0
499617694,81,"bathymétrique, Fête, Magie, Joker, Crédit",Carte,Carte,Normal mode,Turn-based • 1 move per day,Français,Standard,1
499691194,56,"キャタピラー, ふくい, サイズ, チャンピオン, コンベアー, こんべあー",Belt,Kyoryu,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
499691194,9,"しゃとる, bedding, パタパタ, とり, Hosiiltutetu, ボクシング",Feather,hane,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
499691194,95,"ひやし, りょくおうしょくやさい, ケチャップ, リコピン, カゴメ, こねこ",Tomato,tomato,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
499699432,31,"stabiliser, Leste, Navire, amarrage, grappin, grappin",Ancre,Ancre,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
499959667,22,"Galak, Cétacé, Flipper, prince",Dauphin,Dauphin,Normal mode,Turn-based • 1 move per day,Français,Standard,1
499959667,51,"église, Pâques, Grelot, Glas",Cloche,cloche,Normal mode,Turn-based • 1 move per day,Français,Standard,0
500049560,37,"Prada, Cruella, Beelzebub, Shoulder",Devil,Blade,Normal mode,Turn-based • 1 move per day,English,Standard,0
500098570,49,"Énergie, Volt, statique, zeus, EDF, Décharge",Électricité,Eclair,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
500103092,16,"あんぜんぴん, けんせいきゅう, ヒリヒリ, はち, はち",Sting,balk,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
500103092,49,"だいどころ, ぽーかー, いかさま, ジー, ちゃばね",Cockroach,Gokiburi,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
500103092,58,"こくもつ, ピザ, いろ, グルテン, グルテン",Wheat,barley,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
500103092,67,"マッチ, ほのお, ろうそく, のはらけ, キャンプ",Fire,fire,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
500103092,8,"ちゅーりっぷ, みずやり, ひまわり, マリーゴールド, ばら",Flower,Flower,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
500103092,99,"やがい, フェスティバルホール, じょうほーる, チケット, クラシック",Concert,Concert,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
500189448,10,"Protubérance, Couture, Acné, Acné",Bouton,Cicatrice,Normal mode,Turn-based • 1 move per day,Français,Standard,0
500208762,44,"WON, おかね, さいふ, ディルハム",Currency,currency,Normal mode,Turn-based • 1 move per day,English,Standard,0
500208762,58,"Movies, オペラ, ぽっぷこーん, ポップコーン",Theater,theater,Normal mode,Turn-based • 1 move per day,English,Standard,0
500208762,65,"ふくしき, Oxygen, すいえい, ケア",Breath,breathing,Normal mode,Turn-based • 1 move per day,English,Standard,0
500247091,16,"California, Grand, Hilton, Hilton, Hilton",Hotel,Canyon,Normal mode,Turn-based • 1 move per day,English,Standard,0
500352659,104,"FM, Gaga, antenne, Fracture, Skyrock, Réveil",Radio,Radio,Normal mode,Turn-based • 1 move per day,Français,Standard,1
500391941,42,"Bieber, Partum, Waaaaaaaahhhhhhhhhhhhhhhhhhhhh, Shower, Infant",Baby,Cry,Normal mode,Turn-based • 2 moves per day,English,Standard,0
500493250,109,"toothless, viserion, Smaug, Eragon, wyvern, Wyvern",Dragon,dragon,Normal mode,Fast Turn-based • 24 moves per day,English,Standard,0
500575047,107,"ウェイク, とうきオリンピック, サーフィン, スノー, スノー, すのー",Board,board,Normal mode,Turn-based • 1 move per day,English,Standard,0
500575047,11,"せいざ, もこもこ, わたあめ, クラークはかせ, わた, ドリー",Sheep,sheep,Normal mode,Turn-based • 1 move per day,English,Standard,0
500575047,51,"ばいがえし, ナント, つうちょうきにゅう, いけいどじゅん, とうどり, つうちょう",Bank,bank,Normal mode,Turn-based • 1 move per day,English,Standard,0
500654508,93,"malle, Dancing, lettres, Discothèque, Pandore, Pandore",Boîte,boîte,Normal mode,Fast Turn-based • 8 moves per day,Français,Standard,0
500686195,117,"Rascasse, Maquereau, Morue, Arête, merlu, Tilapia",Poisson,Poisson,Normal mode,Turn-based • 1 move per day,Français,Standard,1
500686195,72,"patissier, Artisan, pétrir, Pain, Pétrin, Pétrin",Boulanger,Boulanger,Normal mode,Turn-based • 1 move per day,Français,Standard,1
500686195,9,"Caisse, bêche, Multifonction, Pioche, Tournevis, Tournevis",Outil,Outil,Normal mode,Turn-based • 1 move per day,Français,Standard,1
500811538,101,"Creek, Euphrates, Thames, Volga, Styx, Nile",River,River,Normal mode,Turn-based • 2 moves per day,English,Standard,1
500892294,101,"Santa, butter, snickerdoodle, Biscuit, Oreo, Oreo",Cookie,Cookies,Normal mode,Turn-based • 2 moves per day,English,Standard,0
500920934,18,"Marine, Popeye, Indélébile, Poids, mouillage, Mouillage",Ancre,encre,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
500920934,19,"Marine, Popeye, Indélébile, Poids, mouillage, Mouillage",Ancre,encre,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
500920934,78,"déraillé, Sibérien, couchette, THALYS, Locomotive, locomotive",Train,Train,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
500920934,9,"Faraday, prison, Enferme, Nicholas, Canari, Canari",Cage,Cage,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
501037529,29,"France, DARI, rice, rice, Berber, Berbers",Couscous,French,Normal mode,Turn-based • 1 move per day,English,Standard,0
501104416,103,"あったりなかったり, long, めくる, はん, つかむ, わいろ",Sleeve,curtain,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
501104416,113,"あめかぜ, VS, しぜんさいがい, ハワイでデビューした, すな, すな",Storm,Storm,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
501104416,122,"マスカルポーネ, モッツァレラ, こな, バタコさん, トムとジェリー, マル",Cheese,cheese,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
501104416,24,"きっさてん, コール, めざましテレビ, wake, むすめ, むすめ",Morning,morning,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
501266545,25,"Marriot, California, Westin, Inn, Room",Hotel,Hotel,Normal mode,Fast Turn-based • 24 moves per day,English,Standard,1
501283844,103,"autodefensa, Dengue, Síntoma, Disco, Termometro, Sabado",Fever,Fiebre,Friendly mode,No time limit • with friends only,English,Standard,0
501283844,113,"Sufragio, paso, Fraudulenta, Comicio, Democracia, Politica",Election,Vote,Friendly mode,No time limit • with friends only,English,Standard,0
501283844,38,"época, menstruacion, Flujo, Tiempo, Fin, Final",Period,Período,Friendly mode,No time limit • with friends only,English,Standard,0
501283844,66,"cresta, claudio, chop, ciego, Cacareo, Campo",Rooster,Rooster,Friendly mode,No time limit • with friends only,English,Standard,1
501541253,58,"hartstocht, liefde, Abstract, Intens, Heet, tongkussen",Passion,attraction,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
501864319,50,Gump,Forest,Forrest,Normal mode,Turn-based • 1 move per day,English,Standard,0
501889987,45,"Reinigung, Spülung, Füllung, Aaaaaaaaaaaaaaaaaaaah, Schmerzen, Betäubung",Dentist,Zahnarzt,Normal mode,Turn-based • 1 move per day,English,Standard,0
501956544,55,"Mackinac, Span, London, trump, Brooklyn, Queensboro",Bridge,Bridge,Normal mode,Turn-based • 1 move per day,English,Standard,1
501958265,13,"racket, kyuugi, エースをねらえ, にしこりけい, おうじさま, おうじさま",Tennis,tennis,Normal mode,Turn-based • 1 move per day,English,Standard,0
501958265,62,"ルール, Face, としょかん, ISBN, おふ, きょうかしょ",Book,book,Normal mode,Turn-based • 1 move per day,English,Standard,0
502008870,51,"DOUBLEMINT, Fraternal, Gemini, olsen",Twins,Twins,Normal mode,Turn-based • 2 moves per day,English,Standard,1
502022205,11,"pinocchio, hand, Kermit, Henson",Puppet,Puppet,Normal mode,Turn-based • 1 move per day,English,Standard,1
502033632,83,"Shielded, Poppins, Beach, Rihanna, Rhaianna",Umbrella,Umbrella,Friendly mode,No time limit • with friends only,English,Standard,1
502053926,10,"Sport, Cochonnet, P, E",Pétanque,Game,Normal mode,Turn-based • 1 move per day,Français,Standard,0
502153915,41,"Dust, Liquid, Tinkerbell, Tinkabelle, Tinkerbell",Fairy,Fairy,Normal mode,Turn-based • 1 move per day,English,Standard,1
502198421,19,"Neil, Armstrong, Gagarin, Aldrin, Aldrin, Gagarin",Astronaut,Astronaut,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
502337768,38,"Carosse, Potiron, Orange, Carrosse, Cucurbitacé, cucurbitacé",Citrouille,Citrouille,Normal mode,Turn-based • 1 move per day,Français,Standard,1
502461452,101,"Charrue, Oeuf, Bourguignon, Ure, Castré, castré",Bœuf,Boeuf,Normal mode,Turn-based • 1 move per day,Français,Standard,0
502555488,42,"Catheadon, Wisdom, Jer, Rowlet",Owl,Owl,Normal mode,Turn-based • 1 move per day,English,Standard,1
502901023,38,"Tessiture, postal, Philatéliste, Fou, philatélie, philatélie",Timbre,Timbre,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
502911543,9,"Poisson, Gâteau, récipient, Frite, Léon, Serre",Moule,moule,Normal mode,Turn-based • 1 move per day,Français,Standard,0
503027611,31,"Vågen, Solopgang, Vækkeur, Kaffe, Tidlig, Tidspunkt",Morning,Morning,Friendly mode,No time limit • with friends only,English,Standard,1
503027611,37,"Firkantet, Fluffy, Godnat, Fjer, Hoved, Hoved",Pillow,Pillow,Friendly mode,No time limit • with friends only,English,Standard,1
